column_0,column_1,column_2
0.3551770788061912,B,-0.25462058695139317
-0.18032883344772055,B,0.8702078701210356
0.6134170864480155,A,1.7438679074116994
1.4428021294858635,A,0.4737841698337215
-0.2502819458899369,A,0.5509612888370717
-0.1937318712677267,C,0.17669926384411455
1.7678314056284445,E,1.1252438082632283
0.7848925104360926,B,0.5531206587496361
-0.44371934686267567,B,0.7019179245525367
0.535115452009348,C,1.7533387144399637
-0.6552948143423665,B,0.1372606680832191
-0.46838114111517853,A,-0.11837926644265559
0.24798529256013677,E,0.48298028971161544
-1.6669560334092692,D,1.1571920033824987
-1.744153928991145,B,0.41387057822288553
-0.5321327950076115,A,1.0371537454624797
-1.016302297304948,D,-0.7676977480839775
0.19737952883332066,E,-0.9172005782794332
-0.7937417940697088,D,-0.66594985430319
-1.3371103980666141,A,-1.10846788829208
1.5447519636258586,D,0.034608969582261895
-0.3167150459660095,C,-0.5175332681367278
0.20780763578153377,D,1.0976503260941195
-1.5649332924926849,B,-1.3683449083556414
-0.4856970151451556,B,1.5054333338800736
0.32996815229086396,C,-0.9861482905158692
-1.2500472099353717,A,-1.3027630720680983
0.31906824538539474,B,-0.9847124285538359
-0.5906735534100409,E,1.7998226013541303
-0.3420413152048967,B,0.027880829543338745
-0.7567729553360102,B,0.5171566367380512
1.8591344819895406,A,-0.11900241360266539
-0.11972759611054441,D,-0.012051116738206608
-1.0103516858923822,B,-0.49077205701902127
0.7306024886798087,C,-0.07242911789571617
-1.0658502094692683,D,0.5135583838977732
0.1305382657711317,E,1.8182651746081686
-1.9918762755003432,A,-1.9192116772853256
-1.2468343271614635,E,1.644881834521338
0.07377480422572799,D,0.5265826314997546
0.7612125734558234,D,-0.2305250029983022
0.3020825566182133,D,-0.6155020922586673
-0.2763966058443633,E,1.1590288325695366
-0.28264030973605836,D,0.1914774753515588
-1.452533710942585,E,-1.6034797140496773
-0.6416619212169776,D,0.37405561064163356
-0.5843338420475956,C,1.178617227275435
0.9250765649104881,D,1.049017619439409
0.3958124461301512,E,-0.5949041116512829
-1.7333416880394152,B,-1.3226794978684175
0.34913325442938264,D,-0.16635884659132533
-0.350437459466619,B,3.31409052050876
-0.7449244724638078,C,-1.6094264666137923
0.6349016585569682,A,-0.7071380579561031
1.060306769825819,C,0.31808001278966064
0.8598449773135618,D,-0.1894499754270552
-0.6526400721081629,B,-0.28505696566986105
-0.26182908376003583,B,1.9310964951732115
0.21213308168329909,E,-0.8199426125539943
1.0412004879857422,B,-0.040070764159449004
-0.5766424048680221,E,-0.14590947956086014
-0.1069505162895719,A,-0.8315629912704473
-0.9904754161052878,D,-1.4924439643873801
-1.278274855915842,E,0.35860019068242416
0.9088634353186302,A,1.7573407147328712
1.3975181212644727,B,0.6585086742386141
0.010195894419115156,B,0.22975194485868553
1.193212196157419,A,0.04373939669950119
0.3370972134473471,B,-0.1434554279341273
-0.7204933710408732,A,1.2360034914100972
0.27244416254586157,E,-0.48209569414383907
1.4564555379694253,E,-1.2765202588578193
-0.04353621005136196,A,-1.5762468381884969
1.5987588532956707,E,0.1030441298518042
-2.5920760241567424,E,1.1430277148081982
0.9046208292788263,E,0.44273052579648864
0.08834725742596193,C,-0.29224928804867556
-0.15365394275013577,D,0.41306163006476343
0.06529509321170669,B,-0.016710741614773095
-1.715551997941931,C,1.02232082085063
-0.1571051530610113,E,1.3001797161795776
0.27139681587011816,A,-0.9009091995648683
1.3708047949354047,E,-2.149005839950699
-0.47002297674932886,D,-0.3287765665274008
-0.8308398814257727,E,-1.0388084934278192
-0.43035699417532736,A,0.9739254843288857
0.9627258801594286,D,-0.6782600885907075
0.3214682183939972,E,-1.8171680780916029
-0.6144395755738793,D,-0.7265175358548552
0.36178271064476963,B,-1.3713828047345908
0.052426054141338274,B,1.6277165258100146
1.0542848699652365,E,0.3344830164757565
-0.680643719464332,D,0.6960675201750413
-0.45223602446896705,A,0.32977396751368326
-0.37479006054703945,E,1.074368679529725
-1.4249832101592348,B,1.0231565450708975
0.20773453344446274,B,-0.3785660827527504
0.27642778277444213,E,-1.5012571878035557
0.01093432848706088,D,-0.7909111661505911
-0.34888416315820925,B,-0.1364624494002698
